ID	DateTime	User	PC	Activity
SESSION-FILE-LOW-7856	18-04-2010 00:20	DTAA/PEV5758	PC-7459	File Opened
SESSION-FILE-LOW-4398	25-04-2010 01:01	DTAA/PEV5758	PC-6706	File Opened
SESSION-LOGIN-LOW-6645	20-04-2010 00:40	DTAA/MZY8397	PC-7741	Login Successful
SESSION-LOGOUT-LOW-1768	05-04-2010 04:09	DTAA/IEN9832	PC-6246	Logout
SESSION-PASSWORD-MEDIUM-8999	08-04-2010 17:14	DTAA/BCF7710	PC-9556	Password Changed
SESSION-EMAIL-LOW-5507	12-04-2010 12:32	DTAA/LKF4396	PC-6706	Email Sent
SESSION-PASSWORD-MEDIUM-1647	13-04-2010 06:59	DTAA/PUV1595	PC-3025	Password Changed
SESSION-PASSWORD-MEDIUM-8252	08-04-2010 03:21	DTAA/FTL9380	PC-2459	Password Changed
SESSION-FILE-LOW-7962	09-04-2010 12:22	DTAA/ODQ4361	PC-8301	File Opened
SESSION-SUSPICIOUS-MEDIUM-3127	09-04-2010 17:58	DTAA/XYD5525	PC-9303	Suspicious Login from Foreign IP
SESSION-LOGOUT-LOW-7536	16-04-2010 01:15	DTAA/PEV5758	PC-1726	Logout
SESSION-EMAIL-LOW-9199	25-04-2010 22:06	DTAA/JRU9262	PC-5363	Email Sent
SESSION-LOGIN-LOW-2822	13-04-2010 02:06	DTAA/RET4173	PC-3090	Login Successful
SESSION-PASSWORD-MEDIUM-9171	22-04-2010 14:19	DTAA/MYK1298	PC-2121	Password Changed
SESSION-FILE-LOW-6265	19-04-2010 21:35	DTAA/RKF2943	PC-5164	File Opened
SESSION-PASSWORD-MEDIUM-6221	15-04-2010 01:20	DTAA/WZX7758	PC-9493	Password Changed
SESSION-FILE-LOW-5385	20-04-2010 22:30	DTAA/BRH4303	PC-7459	File Opened
SESSION-EMAIL-LOW-6967	30-04-2010 11:29	DTAA/RET4173	PC-1669	Email Sent
SESSION-EMAIL-LOW-1103	25-04-2010 18:18	DTAA/MYK1298	PC-1669	Email Sent
SESSION-PASSWORD-MEDIUM-4651	15-04-2010 23:33	DTAA/DFF5013	PC-5543	Password Changed
SESSION-PASSWORD-MEDIUM-8820	26-04-2010 21:11	DTAA/ELP5990	PC-8295	Password Changed
SESSION-PASSWORD-MEDIUM-4492	16-04-2010 22:24	DTAA/ROB6344	PC-5430	Password Changed
SESSION-SUSPICIOUS-MEDIUM-4163	11-04-2010 13:48	DTAA/MDT8312	PC-8301	Suspicious Login from Foreign IP
SESSION-LOGIN-LOW-2967	29-04-2010 06:03	DTAA/IUR1741	PC-2121	Login Successful
SESSION-EMAIL-LOW-1185	26-04-2010 14:17	DTAA/XTE1549	PC-3944	Email Sent
SESSION-LOGIN-LOW-2722	03-04-2010 17:09	DTAA/SPF8256	PC-7557	Login Successful
SESSION-LOGOUT-LOW-6434	13-04-2010 00:26	DTAA/FIO8317	PC-4240	Logout
SESSION-PASSWORD-MEDIUM-8899	23-04-2010 11:54	DTAA/YMI9044	PC-2770	Password Changed
SESSION-FILE-LOW-4268	06-04-2010 05:38	DTAA/FLJ2242	PC-9200	File Opened
SESSION-ACCESS-HIGH-8033	12-04-2010 16:11	DTAA/VSC6934	PC-9577	Access to Restricted Folder
SESSION-FILE-LOW-4333	28-04-2010 10:45	DTAA/ELP5990	PC-7026	File Opened
SESSION-LOGOUT-LOW-7512	21-04-2010 23:49	DTAA/PUV1595	PC-7353	Logout
SESSION-FILE-LOW-3800	16-04-2010 14:25	DTAA/RXQ5807	PC-3025	File Opened
SESSION-EMAIL-LOW-9008	10-04-2010 04:19	DTAA/OGL4599	PC-1059	Email Sent
SESSION-LOGOUT-LOW-5802	04-04-2010 17:18	DTAA/DNA1335	PC-5221	Logout
SESSION-PASSWORD-MEDIUM-3744	01-04-2010 17:33	DTAA/MDT8312	PC-9090	Password Changed
SESSION-PASSWORD-MEDIUM-3042	12-04-2010 15:21	DTAA/YMI9044	PC-2459	Password Changed
SESSION-EMAIL-LOW-2458	08-04-2010 16:15	DTAA/BRH4303	PC-3802	Email Sent
SESSION-FILE-LOW-1611	04-04-2010 13:42	DTAA/YYF1218	PC-7459	File Opened
SESSION-PASSWORD-MEDIUM-2318	02-04-2010 11:29	DTAA/VBU5686	PC-1059	Password Changed
SESSION-LOGOUT-LOW-1593	06-04-2010 16:09	DTAA/DGX1939	PC-3914	Logout
SESSION-LOGIN-LOW-8523	02-04-2010 16:49	DTAA/JRU9262	PC-7200	Login Successful
SESSION-PASSWORD-MEDIUM-8645	28-04-2010 20:19	DTAA/BCF7710	PC-7741	Password Changed
SESSION-LOGIN-LOW-3314	02-04-2010 01:57	DTAA/VBU5686	PC-8826	Login Successful
SESSION-PASSWORD-MEDIUM-6289	10-04-2010 01:43	DTAA/MZY8397	PC-7638	Password Changed
SESSION-PASSWORD-MEDIUM-3423	27-04-2010 14:25	DTAA/LKF4396	PC-4096	Password Changed
SESSION-PASSWORD-MEDIUM-8220	04-04-2010 02:35	DTAA/MZY8397	PC-4096	Password Changed
SESSION-LOGIN-LOW-6531	12-04-2010 11:55	DTAA/VLN8678	PC-8295	Login Successful
SESSION-PASSWORD-MEDIUM-8756	07-04-2010 20:09	DTAA/OGZ7278	PC-3025	Password Changed
SESSION-LOGOUT-LOW-7981	25-04-2010 04:03	DTAA/SPF8256	PC-5164	Logout
SESSION-EMAIL-LOW-7057	02-04-2010 23:47	DTAA/SPF8256	PC-5164	Email Sent
SESSION-PASSWORD-MEDIUM-3654	19-04-2010 16:49	DTAA/RKF2943	PC-1669	Password Changed
SESSION-LOGOUT-LOW-9338	20-04-2010 23:12	DTAA/XYD5525	PC-8074	Logout
SESSION-FILE-LOW-6089	16-04-2010 05:19	DTAA/OGZ7278	PC-1781	File Opened
SESSION-LOGIN-LOW-4280	17-04-2010 20:54	DTAA/PJF3517	PC-4096	Login Successful
SESSION-DATA-HIGH-6899	30-04-2010 23:45	DTAA/DFF5013	PC-2459	Data Exfiltration Attempt
SESSION-FILE-LOW-5585	20-04-2010 21:25	DTAA/PYC2207	PC-2459	File Opened
SESSION-LOGIN-LOW-8262	22-04-2010 16:15	DTAA/MVV7994	PC-1726	Login Successful
SESSION-FILE-LOW-2157	01-04-2010 07:15	DTAA/OGL4599	PC-8074	File Opened
SESSION-EMAIL-LOW-2800	20-04-2010 03:07	DTAA/BHZ1136	PC-3914	Email Sent
SESSION-FILE-LOW-5873	27-04-2010 08:28	DTAA/PJF3517	PC-6246	File Opened
SESSION-FILE-LOW-1844	13-04-2010 02:38	DTAA/ODQ4361	PC-9496	File Opened
SESSION-ACCESS-HIGH-2010	06-04-2010 05:56	DTAA/RET4173	PC-6706	Access to Restricted Folder
SESSION-PASSWORD-MEDIUM-9873	04-04-2010 22:56	DTAA/RXQ5807	PC-7557	Password Changed
SESSION-LOGOUT-LOW-7002	28-04-2010 12:18	DTAA/ROB6344	PC-5430	Logout
SESSION-EMAIL-LOW-8492	23-04-2010 05:30	DTAA/RET4173	PC-4096	Email Sent
SESSION-FILE-LOW-4503	28-04-2010 23:25	DTAA/BCF7710	PC-9556	File Opened
SESSION-PASSWORD-MEDIUM-4383	27-04-2010 14:18	DTAA/LEL4307	PC-8301	Password Changed
SESSION-LOGOUT-LOW-2941	22-04-2010 05:59	DTAA/PUV1595	PC-4240	Logout
SESSION-LOGOUT-LOW-4693	29-04-2010 15:40	DTAA/HEL9963	PC-7026	Logout
SESSION-MULTIPLE-MEDIUM-8367	05-04-2010 03:15	DTAA/MYK1298	PC-6706	Multiple Failed Login Attempts
SESSION-EMAIL-LOW-4585	30-04-2010 12:32	DTAA/OMQ6976	PC-3090	Email Sent
SESSION-LOGOUT-LOW-5280	10-04-2010 03:39	DTAA/OGL4599	PC-3090	Logout
SESSION-PASSWORD-MEDIUM-6542	28-04-2010 00:58	DTAA/SPF8256	PC-8301	Password Changed
SESSION-EMAIL-LOW-3278	16-04-2010 01:16	DTAA/MDC5734	PC-7638	Email Sent
SESSION-FILE-LOW-7104	18-04-2010 07:27	DTAA/BRH4303	PC-3090	File Opened
SESSION-EMAIL-LOW-3626	29-04-2010 21:46	DTAA/LEL4307	PC-7537	Email Sent
SESSION-EMAIL-LOW-8938	18-04-2010 14:53	DTAA/FLJ2242	PC-7459	Email Sent
SESSION-LOGOUT-LOW-3712	23-04-2010 07:53	DTAA/ZLP4084	PC-4450	Logout
SESSION-EMAIL-LOW-1109	08-04-2010 07:55	DTAA/WLN8711	PC-7537	Email Sent
SESSION-EMAIL-LOW-6851	06-04-2010 20:43	DTAA/IUR1741	PC-9200	Email Sent
SESSION-LOGIN-LOW-3493	02-04-2010 14:45	DTAA/YVH7263	PC-8295	Login Successful
SESSION-PASSWORD-MEDIUM-8226	06-04-2010 00:57	DTAA/VBU5686	PC-5363	Password Changed
SESSION-LOGOUT-LOW-7351	14-04-2010 16:35	DTAA/OMQ6976	PC-4450	Logout
SESSION-LOGOUT-LOW-6466	05-04-2010 18:34	DTAA/ODQ4361	PC-5430	Logout
SESSION-LOGOUT-LOW-7288	24-04-2010 10:01	DTAA/ODQ4361	PC-9496	Logout
SESSION-LOGOUT-LOW-4167	24-04-2010 18:01	DTAA/OGL4599	PC-4450	Logout
SESSION-LOGOUT-LOW-9108	21-04-2010 17:45	DTAA/DNA1335	PC-3025	Logout
SESSION-FILE-LOW-2940	16-04-2010 04:54	DTAA/WZX7758	PC-5221	File Opened
SESSION-LOGIN-LOW-8335	06-04-2010 11:33	DTAA/PJF3517	PC-2121	Login Successful
SESSION-PASSWORD-MEDIUM-8134	07-04-2010 02:57	DTAA/SPF8256	PC-6706	Password Changed
SESSION-SUSPICIOUS-MEDIUM-7658	27-04-2010 17:52	DTAA/FTL9380	PC-1312	Suspicious Login from Foreign IP
SESSION-LOGIN-LOW-4740	17-04-2010 05:15	DTAA/HEL9963	PC-7638	Login Successful
SESSION-LOGIN-LOW-2759	12-04-2010 12:11	DTAA/FLJ2242	PC-5860	Login Successful
SESSION-PASSWORD-MEDIUM-3921	11-04-2010 08:49	DTAA/LEL4307	PC-9303	Password Changed
SESSION-LOGIN-LOW-3050	30-04-2010 08:07	DTAA/FTL9380	PC-1726	Login Successful
SESSION-LOGIN-LOW-7163	12-04-2010 03:49	DTAA/MVV7994	PC-3944	Login Successful
SESSION-EMAIL-LOW-9363	17-04-2010 21:55	DTAA/ODQ4361	PC-6870	Email Sent
SESSION-PASSWORD-MEDIUM-4169	08-04-2010 02:45	DTAA/NYI5084	PC-7200	Password Changed
SESSION-EMAIL-LOW-7284	13-04-2010 10:28	DTAA/BCF7710	PC-9496	Email Sent
SESSION-EMAIL-LOW-3722	12-04-2010 20:17	DTAA/AUS9343	PC-7638	Email Sent
SESSION-LOGOUT-LOW-3901	20-04-2010 05:04	DTAA/PEV5758	PC-9200	Logout
SESSION-EMAIL-LOW-2124	06-04-2010 16:25	DTAA/RXQ5807	PC-7741	Email Sent
SESSION-LOGIN-LOW-7289	23-04-2010 15:36	DTAA/IUR1741	PC-9493	Login Successful
SESSION-PASSWORD-MEDIUM-5556	17-04-2010 09:34	DTAA/YMI9044	PC-3090	Password Changed
SESSION-LOGIN-LOW-1032	03-04-2010 01:43	DTAA/DGX1939	PC-8074	Login Successful
SESSION-LOGIN-LOW-7822	15-04-2010 20:11	DTAA/UAZ9086	PC-9493	Login Successful
SESSION-PASSWORD-MEDIUM-7644	13-04-2010 03:53	DTAA/PJF3517	PC-4450	Password Changed
SESSION-PASSWORD-MEDIUM-9223	11-04-2010 04:23	DTAA/AUS9343	PC-5221	Password Changed
SESSION-EMAIL-LOW-2250	18-04-2010 00:05	DTAA/VSC6934	PC-9090	Email Sent
SESSION-LOGOUT-LOW-4982	03-04-2010 16:36	DTAA/OGL4599	PC-5164	Logout
SESSION-EMAIL-LOW-3706	06-04-2010 07:51	DTAA/PEV5758	PC-9200	Email Sent
SESSION-PASSWORD-MEDIUM-1951	11-04-2010 07:23	DTAA/YVH7263	PC-6335	Password Changed
SESSION-PASSWORD-MEDIUM-8322	17-04-2010 04:35	DTAA/FLJ2242	PC-2630	Password Changed
SESSION-LOGIN-LOW-8015	17-04-2010 01:47	DTAA/IEN9832	PC-5164	Login Successful
SESSION-LOGOUT-LOW-7433	05-04-2010 15:50	DTAA/SPF8256	PC-1312	Logout
SESSION-LOGOUT-LOW-5029	11-04-2010 22:20	DTAA/BCF7710	PC-6335	Logout
SESSION-PASSWORD-MEDIUM-4363	21-04-2010 05:55	DTAA/MVV7994	PC-8295	Password Changed
SESSION-LOGIN-LOW-8778	16-04-2010 09:48	DTAA/WZX7758	PC-9090	Login Successful
SESSION-PASSWORD-MEDIUM-8202	16-04-2010 11:41	DTAA/UAZ9086	PC-1059	Password Changed
SESSION-FILE-LOW-5170	29-04-2010 22:43	DTAA/PJF3517	PC-1669	File Opened
SESSION-PRIVILEGE-HIGH-9744	24-04-2010 07:19	DTAA/OGZ7278	PC-3914	Privilege Escalation Detected
SESSION-FILE-LOW-3953	21-04-2010 11:44	DTAA/AUS9343	PC-5221	File Opened
SESSION-PASSWORD-MEDIUM-9372	16-04-2010 04:30	DTAA/NYI5084	PC-3090	Password Changed
SESSION-LOGOUT-LOW-9729	24-04-2010 21:01	DTAA/XTE1549	PC-4240	Logout
SESSION-FILE-LOW-8106	29-04-2010 06:10	DTAA/PJF3517	PC-3802	File Opened
SESSION-LOGOUT-LOW-7347	29-04-2010 09:47	DTAA/HEL9963	PC-9303	Logout
SESSION-LOGOUT-LOW-1399	06-04-2010 18:03	DTAA/XTE1549	PC-3025	Logout
SESSION-EMAIL-LOW-3563	15-04-2010 02:05	DTAA/MCU7598	PC-8301	Email Sent
SESSION-PASSWORD-MEDIUM-6973	20-04-2010 08:51	DTAA/RET4173	PC-7026	Password Changed
SESSION-LOGOUT-LOW-1322	22-04-2010 23:18	DTAA/IUR1741	PC-1726	Logout
SESSION-PASSWORD-MEDIUM-7684	06-04-2010 10:09	DTAA/EHR5221	PC-4240	Password Changed
SESSION-ACCESS-HIGH-7885	08-04-2010 22:24	DTAA/IEN9832	PC-1669	Access to Restricted Folder
SESSION-EMAIL-LOW-1603	14-04-2010 03:39	DTAA/YVH7263	PC-6706	Email Sent
SESSION-LOGIN-LOW-4221	08-04-2010 13:50	DTAA/BHZ1136	PC-7459	Login Successful
SESSION-LOGIN-LOW-6058	06-04-2010 05:26	DTAA/WZX7758	PC-1312	Login Successful
SESSION-PASSWORD-MEDIUM-8856	30-04-2010 22:10	DTAA/XTE1549	PC-9493	Password Changed
SESSION-LOGIN-LOW-5809	26-04-2010 00:18	DTAA/VLN8678	PC-5430	Login Successful
SESSION-LOGOUT-LOW-4642	23-04-2010 04:03	DTAA/MYK1298	PC-7638	Logout
SESSION-FILE-LOW-4571	13-04-2010 06:57	DTAA/DFF5013	PC-8301	File Opened
SESSION-EMAIL-LOW-9322	29-04-2010 13:32	DTAA/LEL4307	PC-5221	Email Sent
SESSION-EMAIL-LOW-5753	21-04-2010 12:50	DTAA/RKF2943	PC-7537	Email Sent
SESSION-LOGOUT-LOW-7101	08-04-2010 20:57	DTAA/VLN8678	PC-9090	Logout
SESSION-EMAIL-LOW-9088	20-04-2010 03:27	DTAA/ROB6344	PC-2630	Email Sent
SESSION-PASSWORD-MEDIUM-6032	04-04-2010 06:36	DTAA/NYI5084	PC-5363	Password Changed
SESSION-LOGIN-LOW-9347	12-04-2010 22:46	DTAA/MYK1298	PC-7557	Login Successful
SESSION-FILE-LOW-6873	01-04-2010 15:35	DTAA/VLN8678	PC-3090	File Opened
SESSION-LOGOUT-LOW-6343	06-04-2010 04:40	DTAA/PUV1595	PC-6406	Logout
SESSION-FILE-LOW-3617	06-04-2010 02:27	DTAA/XTE1549	PC-4240	File Opened
SESSION-FILE-LOW-2334	23-04-2010 00:50	DTAA/MVV7994	PC-3944	File Opened
SESSION-EMAIL-LOW-3941	01-04-2010 20:10	DTAA/LKF4396	PC-7459	Email Sent
SESSION-MALWARE-HIGH-9456	01-04-2010 14:31	DTAA/BHZ1136	PC-5860	Malware Execution Attempt
SESSION-LOGOUT-LOW-7251	17-04-2010 01:21	DTAA/PUV1595	PC-9090	Logout
SESSION-FILE-LOW-9971	06-04-2010 02:23	DTAA/RXQ5807	PC-8301	File Opened
SESSION-EMAIL-LOW-8513	19-04-2010 03:48	DTAA/DNA1335	PC-8074	Email Sent
SESSION-PASSWORD-MEDIUM-9132	22-04-2010 08:15	DTAA/DFF5013	PC-2121	Password Changed
SESSION-FILE-LOW-9703	09-04-2010 18:05	DTAA/ELP5990	PC-7459	File Opened
SESSION-LOGIN-LOW-2790	01-04-2010 10:24	DTAA/OGL4599	PC-6335	Login Successful
SESSION-LOGOUT-LOW-1057	15-04-2010 07:36	DTAA/PEV5758	PC-8301	Logout
SESSION-PASSWORD-MEDIUM-1133	04-04-2010 01:30	DTAA/BRH4303	PC-5164	Password Changed
SESSION-EMAIL-LOW-3582	05-04-2010 18:40	DTAA/BRH4303	PC-8301	Email Sent
SESSION-LOGIN-LOW-1383	15-04-2010 17:44	DTAA/IEN9832	PC-1781	Login Successful
SESSION-LOGIN-LOW-1634	20-04-2010 14:28	DTAA/OMQ6976	PC-7557	Login Successful
SESSION-FILE-LOW-8792	19-04-2010 05:13	DTAA/ELP5990	PC-3025	File Opened
SESSION-EMAIL-LOW-9269	14-04-2010 21:20	DTAA/BCF7710	PC-5430	Email Sent
SESSION-PASSWORD-MEDIUM-5254	19-04-2010 08:02	DTAA/MDT8312	PC-1726	Password Changed
SESSION-PASSWORD-MEDIUM-5521	01-04-2010 12:45	DTAA/PYC2207	PC-9496	Password Changed
SESSION-EMAIL-LOW-3536	25-04-2010 18:26	DTAA/OMQ6976	PC-4240	Email Sent
SESSION-EMAIL-LOW-7308	03-04-2010 14:08	DTAA/DFF5013	PC-2121	Email Sent
SESSION-PASSWORD-MEDIUM-6019	27-04-2010 10:27	DTAA/VLN8678	PC-9577	Password Changed
SESSION-LOGIN-LOW-2130	27-04-2010 05:12	DTAA/MYK1298	PC-4240	Login Successful
SESSION-LOGIN-LOW-4192	04-04-2010 05:09	DTAA/RKF2943	PC-1781	Login Successful
SESSION-PASSWORD-MEDIUM-1672	20-04-2010 15:29	DTAA/OMQ6976	PC-9556	Password Changed
SESSION-LOGOUT-LOW-2101	27-04-2010 05:41	DTAA/FIO8317	PC-4481	Logout
SESSION-LOGOUT-LOW-3055	03-04-2010 16:18	DTAA/OMQ6976	PC-6870	Logout
SESSION-LOGOUT-LOW-5510	08-04-2010 22:52	DTAA/IEN9832	PC-7537	Logout
SESSION-LOGIN-LOW-8914	23-04-2010 04:13	DTAA/RKF2943	PC-2459	Login Successful
SESSION-LOGOUT-LOW-3682	06-04-2010 00:04	DTAA/FLJ2242	PC-1059	Logout
SESSION-LOGOUT-LOW-6425	28-04-2010 00:04	DTAA/VBU5686	PC-8074	Logout
SESSION-LOGOUT-LOW-1345	19-04-2010 18:48	DTAA/ZLP4084	PC-3914	Logout
SESSION-LOGOUT-LOW-7985	16-04-2010 06:08	DTAA/MVV7994	PC-6406	Logout
SESSION-PASSWORD-MEDIUM-7999	23-04-2010 17:25	DTAA/PUV1595	PC-7537	Password Changed
SESSION-MULTIPLE-MEDIUM-2039	07-04-2010 06:30	DTAA/BHZ1136	PC-7557	Multiple Failed Login Attempts
SESSION-FILE-LOW-1368	03-04-2010 12:23	DTAA/ELP5990	PC-3914	File Opened
SESSION-FILE-LOW-4076	21-04-2010 02:15	DTAA/FTL9380	PC-8826	File Opened
SESSION-FILE-LOW-5392	15-04-2010 10:06	DTAA/PEV5758	PC-7026	File Opened
SESSION-LOGIN-LOW-1026	19-04-2010 11:43	DTAA/RET4173	PC-3802	Login Successful
SESSION-LOGIN-LOW-4499	17-04-2010 14:39	DTAA/YMI9044	PC-7557	Login Successful
SESSION-PASSWORD-MEDIUM-7368	16-04-2010 01:51	DTAA/WZX7758	PC-7459	Password Changed
SESSION-LOGOUT-LOW-6061	20-04-2010 19:54	DTAA/OMQ6976	PC-8826	Logout
SESSION-FILE-LOW-7521	28-04-2010 07:33	DTAA/MZY8397	PC-3914	File Opened
SESSION-LOGIN-LOW-7759	15-04-2010 21:20	DTAA/RKF2943	PC-4450	Login Successful
SESSION-PASSWORD-MEDIUM-4306	12-04-2010 17:38	DTAA/ROB6344	PC-7741	Password Changed
SESSION-FILE-LOW-8692	30-04-2010 15:43	DTAA/ODQ4361	PC-4240	File Opened
SESSION-LOGOUT-LOW-9019	03-04-2010 05:04	DTAA/MCU7598	PC-8074	Logout
SESSION-LOGOUT-LOW-7173	30-04-2010 10:40	DTAA/WZX7758	PC-2770	Logout
SESSION-EMAIL-LOW-6655	05-04-2010 16:20	DTAA/BCF7710	PC-7200	Email Sent
SESSION-LOGOUT-LOW-5438	27-04-2010 04:59	DTAA/HEL9963	PC-9200	Logout
SESSION-LOGOUT-LOW-3141	23-04-2010 04:39	DTAA/YVH7263	PC-6246	Logout
SESSION-PASSWORD-MEDIUM-9133	17-04-2010 17:22	DTAA/WLN8711	PC-7638	Password Changed
SESSION-FILE-LOW-4134	25-04-2010 06:16	DTAA/MCU7598	PC-5363	File Opened
SESSION-LOGOUT-LOW-9515	02-04-2010 06:50	DTAA/EHR5221	PC-6870	Logout
SESSION-FILE-LOW-6225	05-04-2010 17:29	DTAA/PUV1595	PC-7026	File Opened
SESSION-LOGOUT-LOW-8226	12-04-2010 09:13	DTAA/ODQ4361	PC-9090	Logout
SESSION-FILE-LOW-9113	05-04-2010 22:53	DTAA/VBU5686	PC-3944	File Opened
SESSION-LOGIN-LOW-1935	17-04-2010 02:25	DTAA/XYD5525	PC-7353	Login Successful
SESSION-LOGIN-LOW-8827	14-04-2010 11:01	DTAA/YYF1218	PC-9577	Login Successful
SESSION-PASSWORD-MEDIUM-5518	22-04-2010 07:54	DTAA/WZX7758	PC-5221	Password Changed
SESSION-LOGIN-LOW-4588	21-04-2010 03:35	DTAA/DNA1335	PC-4096	Login Successful
SESSION-PASSWORD-MEDIUM-5130	21-04-2010 05:32	DTAA/FTL9380	PC-7537	Password Changed
SESSION-MULTIPLE-MEDIUM-6056	17-04-2010 02:41	DTAA/DGX1939	PC-5860	Multiple Failed Login Attempts
SESSION-PASSWORD-MEDIUM-3905	15-04-2010 11:48	DTAA/PJF3517	PC-3025	Password Changed
SESSION-LOGOUT-LOW-8885	05-04-2010 21:31	DTAA/PEV5758	PC-6870	Logout
SESSION-LOGOUT-LOW-6914	18-04-2010 10:45	DTAA/VBU5686	PC-3802	Logout
SESSION-EMAIL-LOW-8424	09-04-2010 23:02	DTAA/WZX7758	PC-7557	Email Sent
SESSION-LOGIN-LOW-9831	18-04-2010 06:14	DTAA/YMI9044	PC-5860	Login Successful
SESSION-PASSWORD-MEDIUM-2854	20-04-2010 07:31	DTAA/MDC5734	PC-4240	Password Changed
SESSION-ACCESS-HIGH-3556	26-04-2010 07:20	DTAA/VSC6934	PC-3944	Access to Restricted Folder
SESSION-PASSWORD-MEDIUM-8879	14-04-2010 15:31	DTAA/FLJ2242	PC-1669	Password Changed
SESSION-MALWARE-HIGH-5778	26-04-2010 03:01	DTAA/MYK1298	PC-7557	Malware Execution Attempt
SESSION-LOGIN-LOW-8418	21-04-2010 13:57	DTAA/YMI9044	PC-8074	Login Successful
SESSION-LOGIN-LOW-2484	28-04-2010 00:12	DTAA/YVH7263	PC-5430	Login Successful
SESSION-EMAIL-LOW-3340	29-04-2010 23:30	DTAA/VLN8678	PC-1059	Email Sent
SESSION-LOGOUT-LOW-7268	28-04-2010 03:12	DTAA/OMQ6976	PC-9496	Logout
SESSION-EMAIL-LOW-9369	12-04-2010 11:30	DTAA/YVH7263	PC-2121	Email Sent
SESSION-LOGOUT-LOW-4516	17-04-2010 17:16	DTAA/JRU9262	PC-4240	Logout
SESSION-LOGIN-LOW-4029	26-04-2010 01:06	DTAA/DNA1335	PC-8826	Login Successful
SESSION-PASSWORD-MEDIUM-6184	28-04-2010 15:05	DTAA/YYF1218	PC-9090	Password Changed
SESSION-LOGIN-LOW-3801	05-04-2010 00:08	DTAA/RET4173	PC-4096	Login Successful
SESSION-LOGIN-LOW-4162	17-04-2010 20:37	DTAA/LKF4396	PC-9493	Login Successful
SESSION-LOGOUT-LOW-8401	27-04-2010 07:33	DTAA/MVV7994	PC-7200	Logout
SESSION-LOGIN-LOW-5116	06-04-2010 17:32	DTAA/ZLP4084	PC-9493	Login Successful
SESSION-LOGIN-LOW-1022	04-04-2010 00:09	DTAA/XTE1549	PC-2121	Login Successful
SESSION-EMAIL-LOW-1936	28-04-2010 16:37	DTAA/WLN8711	PC-7557	Email Sent
SESSION-LOGIN-LOW-4117	19-04-2010 04:04	DTAA/PYC2207	PC-9556	Login Successful
SESSION-EMAIL-LOW-5104	04-04-2010 23:36	DTAA/BHZ1136	PC-7200	Email Sent
SESSION-FILE-LOW-1869	03-04-2010 14:41	DTAA/AUS9343	PC-4481	File Opened
SESSION-EMAIL-LOW-6845	27-04-2010 07:52	DTAA/PUV1595	PC-1726	Email Sent
SESSION-PRIVILEGE-HIGH-7721	30-04-2010 12:34	DTAA/AUS9343	PC-9200	Privilege Escalation Detected
SESSION-LOGIN-LOW-6736	09-04-2010 15:41	DTAA/RKF2943	PC-3914	Login Successful
SESSION-PASSWORD-MEDIUM-1085	20-04-2010 15:08	DTAA/OMQ6976	PC-3914	Password Changed
SESSION-ACCESS-HIGH-3807	01-04-2010 08:47	DTAA/ROB6344	PC-9200	Access to Restricted Folder
SESSION-PASSWORD-MEDIUM-2119	18-04-2010 04:10	DTAA/PEV5758	PC-9577	Password Changed
SESSION-PASSWORD-MEDIUM-4403	03-04-2010 15:48	DTAA/FLJ2242	PC-8074	Password Changed
SESSION-PASSWORD-MEDIUM-5957	08-04-2010 09:21	DTAA/FLJ2242	PC-2770	Password Changed
SESSION-FILE-LOW-1985	23-04-2010 03:26	DTAA/BRH4303	PC-8826	File Opened
SESSION-LOGIN-LOW-4525	14-04-2010 06:14	DTAA/ROB6344	PC-6706	Login Successful
SESSION-LOGOUT-LOW-1365	18-04-2010 04:20	DTAA/MDT8312	PC-4096	Logout
SESSION-LOGOUT-LOW-4210	29-04-2010 16:32	DTAA/XYD5525	PC-4096	Logout
SESSION-LOGOUT-LOW-7546	09-04-2010 17:30	DTAA/FLJ2242	PC-9556	Logout
SESSION-FILE-LOW-5016	19-04-2010 06:03	DTAA/MDC5734	PC-3944	File Opened
SESSION-EMAIL-LOW-7570	07-04-2010 07:58	DTAA/BHZ1136	PC-1781	Email Sent
SESSION-PASSWORD-MEDIUM-2675	18-04-2010 06:22	DTAA/MCU7598	PC-1781	Password Changed
SESSION-EMAIL-LOW-2842	27-04-2010 19:47	DTAA/YMI9044	PC-5430	Email Sent
SESSION-PASSWORD-MEDIUM-2393	11-04-2010 19:27	DTAA/VBU5686	PC-1312	Password Changed
SESSION-LOGOUT-LOW-6058	16-04-2010 14:50	DTAA/BHZ1136	PC-1726	Logout
SESSION-EMAIL-LOW-8300	21-04-2010 12:33	DTAA/HEL9963	PC-6870	Email Sent
SESSION-MULTIPLE-MEDIUM-4197	25-04-2010 02:59	DTAA/LKF4396	PC-3914	Multiple Failed Login Attempts
SESSION-FILE-LOW-2830	28-04-2010 06:49	DTAA/AUS9343	PC-9200	File Opened
SESSION-LOGOUT-LOW-5009	25-04-2010 07:38	DTAA/VBU5686	PC-2770	Logout
SESSION-LOGOUT-LOW-6843	07-04-2010 21:08	DTAA/UAZ9086	PC-9577	Logout
SESSION-PASSWORD-MEDIUM-8210	25-04-2010 13:16	DTAA/HEL9963	PC-7026	Password Changed
SESSION-FILE-LOW-1416	04-04-2010 07:36	DTAA/DFF5013	PC-8295	File Opened
